ranking,last_name,population,ratio,cumpercentage
11426,田ノ岡,590,6.722558856572497e-06,95.4965045094343
11427,久木山,590,6.722558856572497e-06,95.4969792926133
11428,鵜池,590,6.722558856572497e-06,95.4974540757923
11429,竹熊,590,6.722558856572497e-06,95.49792885897129
11430,中薮,590,6.722558856572497e-06,95.4984036421503
11431,押村,590,6.722558856572497e-06,95.49887842532928
11432,大知,590,6.722558856572497e-06,95.49935320850828
11433,尾堂,590,6.722558856572497e-06,95.49982799168727
11434,玄,590,6.722558856572497e-06,95.50030277486627
11435,長間,590,6.722558856572497e-06,95.50077755804526
11436,伊月,590,6.722558856572497e-06,95.50125234122426
11437,花森,590,6.722558856572497e-06,95.50172712440326
11438,下戸,590,6.722558856572497e-06,95.50220190758225
11439,坪本,590,6.722558856572497e-06,95.50267669076125
11440,伊勢山,590,6.722558856572497e-06,95.50315147394024
11441,尾久,590,6.722558856572497e-06,95.50362625711924
11442,菊元,590,6.722558856572497e-06,95.50410104029822
11443,行実,590,6.722558856572497e-06,95.50457582347723
11444,木附,590,6.722558856572497e-06,95.50505060665621
11445,磯西,590,6.722558856572497e-06,95.50552538983521
11446,中臣,590,6.722558856572497e-06,95.5060001730142
11447,今浪,590,6.722558856572497e-06,95.5064749561932
11448,桜林,590,6.722558856572497e-06,95.5069497393722
11449,宇野木,590,6.722558856572497e-06,95.5074245225512
11450,池城,590,6.722558856572497e-06,95.50789930573019
11451,寺石,590,6.722558856572497e-06,95.50837408890919
11452,水巻,590,6.722558856572497e-06,95.50884887208818
11453,綱嶋,590,6.722558856572497e-06,95.50932365526718
11454,鷺山,590,6.722558856572497e-06,95.50979843844617
11455,國澤,590,6.722558856572497e-06,95.51027322162517
11456,竹ノ谷,590,6.722558856572497e-06,95.51074800480416
11457,磯ケ谷,590,6.722558856572497e-06,95.51122278798316
11458,円井,590,6.722558856572497e-06,95.51169757116216
11459,藤並,590,6.722558856572497e-06,95.51217235434115
11460,福羅,590,6.722558856572497e-06,95.51264713752015
11461,和家,590,6.722558856572497e-06,95.51312192069913
11462,岡嵜,590,6.722558856572497e-06,95.51359670387814
11463,光富,590,6.722558856572497e-06,95.51407148705712
11464,瀬々,590,6.722558856572497e-06,95.51454627023612
11465,喜久川,590,6.722558856572497e-06,95.51502105341511
11466,大治,590,6.722558856572497e-06,95.51549583659411
11467,文山,590,6.722558856572497e-06,95.5159706197731
11468,南光,590,6.722558856572497e-06,95.51644540295212
11469,永,590,6.722558856572497e-06,95.5169201861311
11470,下脇,590,6.722558856572497e-06,95.5173949693101
11471,東風谷,590,6.722558856572497e-06,95.51786975248909
11472,光谷,590,6.722558856572497e-06,95.51834453566809
11473,江井,590,6.722558856572497e-06,95.51881931884708
11474,廣重,590,6.722558856572497e-06,95.51929410202608
11475,国永,590,6.722558856572497e-06,95.51976888520507
11476,尾鼻,590,6.722558856572497e-06,95.52024366838407
11477,標,590,6.722558856572497e-06,95.52071845156306
11478,柴藤,590,6.722558856572497e-06,95.52119323474206
11479,榛村,590,6.722558856572497e-06,95.52166801792106
11480,岡前,590,6.722558856572497e-06,95.52214280110005
11481,光沢,590,6.722558856572497e-06,95.52261758427905
11482,竺原,590,6.722558856572497e-06,95.52309236745803
11483,福栄,590,6.722558856572497e-06,95.52356715063704
11484,蟹井,590,6.722558856572497e-06,95.52404193381602
11485,小瀬川,590,6.722558856572497e-06,95.52451671699502
11486,古地,590,6.722558856572497e-06,95.52499150017401
11487,腰高,590,6.722558856572497e-06,95.52546628335301
11488,郷津,590,6.722558856572497e-06,95.525941066532
11489,小池田,590,6.722558856572497e-06,95.52641584971101
11490,根村,590,6.722558856572497e-06,95.52689063289
11491,佐熊,590,6.722558856572497e-06,95.527365416069
11492,村津,590,6.722558856572497e-06,95.52784019924799
11493,古波津,590,6.722558856572497e-06,95.52831498242699
11494,五十幡,590,6.722558856572497e-06,95.52878976560598
11495,喜古,590,6.722558856572497e-06,95.52926454878498
11496,越本,590,6.722558856572497e-06,95.52973933196397
11497,上ノ山,590,6.722558856572497e-06,95.53021411514297
11498,壹岐,590,6.722558856572497e-06,95.53068889832196
11499,白間,590,6.722558856572497e-06,95.53116368150097
11500,丁,590,6.722558856572497e-06,95.53163846467996
11501,筑後,590,6.722558856572497e-06,95.53211324785894
11502,中久木,590,6.722558856572497e-06,95.53258803103795
11503,新中,590,6.722558856572497e-06,95.53306281421695
11504,横部,590,6.722558856572497e-06,95.53353759739593
11505,鈴森,590,6.722558856572497e-06,95.53401238057492
11506,嶋内,590,6.722558856572497e-06,95.53448716375392
11507,塚平,590,6.722558856572497e-06,95.53496194693292
11508,細羽,590,6.722558856572497e-06,95.53543673011191
11509,氏本,590,6.722558856572497e-06,95.53591151329091
11510,出光,590,6.722558856572497e-06,95.53638629646991
11511,堀出,590,6.722558856572497e-06,95.5368610796489
11512,谷屋,590,6.722558856572497e-06,95.5373358628279
11513,依知川,590,6.722558856572497e-06,95.53781064600689
11514,檀浦,590,6.722558856572497e-06,95.53828542918589
11515,末満,590,6.722558856572497e-06,95.53876021236488
11516,時川,590,6.722558856572497e-06,95.53923499554388
11517,雪丸,590,6.722558856572497e-06,95.53970977872287
11518,井樋,590,6.722558856572497e-06,95.54018456190187
11519,基,590,6.722558856572497e-06,95.54065934508087
11520,國松,590,6.722558856572497e-06,95.54113412825987
11521,下和田,580,6.60861718103737e-06,95.54160086426633
11522,城宝,580,6.60861718103737e-06,95.5420676002728
11523,雲田,580,6.60861718103737e-06,95.54253433627927
11524,上瀧,580,6.60861718103737e-06,95.54300107228573
11525,東嶋,580,6.60861718103737e-06,95.5434678082922
11526,菊村,580,6.60861718103737e-06,95.54393454429868
11527,相部,580,6.60861718103737e-06,95.54440128030515
11528,本条,580,6.60861718103737e-06,95.54486801631163
11529,駒水,580,6.60861718103737e-06,95.54533475231808
11530,増戸,580,6.60861718103737e-06,95.54580148832456
11531,久留米,580,6.60861718103737e-06,95.54626822433103
11532,油川,580,6.60861718103737e-06,95.5467349603375
11533,大笹,580,6.60861718103737e-06,95.54720169634396
11534,羽方,580,6.60861718103737e-06,95.54766843235043
11535,風祭,580,6.60861718103737e-06,95.54813516835691
11536,下鶴,580,6.60861718103737e-06,95.54860190436337
11537,八文字,580,6.60861718103737e-06,95.54906864036985
11538,根尾,580,6.60861718103737e-06,95.54953537637631
11539,篠部,580,6.60861718103737e-06,95.5500021123828
11540,美斉津,580,6.60861718103737e-06,95.55046884838926
11541,宇波,580,6.60861718103737e-06,95.55093558439573
11542,古滝,580,6.60861718103737e-06,95.5514023204022
11543,今任,580,6.60861718103737e-06,95.55186905640866
11544,小榑,580,6.60861718103737e-06,95.55233579241514
11545,小杉山,580,6.60861718103737e-06,95.55280252842161
11546,小住,580,6.60861718103737e-06,95.55326926442808
11547,土原,580,6.60861718103737e-06,95.55373600043455
11548,越沢,580,6.60861718103737e-06,95.55420273644101
11549,玉生,580,6.60861718103737e-06,95.55466947244749
11550,下見,580,6.60861718103737e-06,95.55513620845396
11551,廣松,580,6.60861718103737e-06,95.55560294446043
11552,白木原,580,6.60861718103737e-06,95.55606968046689
11553,目取真,580,6.60861718103737e-06,95.55653641647336
11554,唐島,580,6.60861718103737e-06,95.55700315247984
11555,肥山,580,6.60861718103737e-06,95.5574698884863
11556,小綿,580,6.60861718103737e-06,95.55793662449278
11557,高栁,580,6.60861718103737e-06,95.55840336049924
11558,石濱,580,6.60861718103737e-06,95.55887009650573
11559,味道,580,6.60861718103737e-06,95.55933683251219
11560,成子,580,6.60861718103737e-06,95.55980356851865
11561,小成,580,6.60861718103737e-06,95.56027030452513
11562,野阪,580,6.60861718103737e-06,95.56073704053159
11563,野田頭,580,6.60861718103737e-06,95.56120377653806
11564,罍,580,6.60861718103737e-06,95.56167051254454
11565,左古,580,6.60861718103737e-06,95.56213724855101
11566,辰井,580,6.60861718103737e-06,95.56260398455747
11567,仁和,580,6.60861718103737e-06,95.56307072056394
11568,小掠,580,6.60861718103737e-06,95.56353745657042
11569,古杉,580,6.60861718103737e-06,95.56400419257689
11570,津高,580,6.60861718103737e-06,95.56447092858336
11571,浅輪,580,6.60861718103737e-06,95.56493766458982
11572,上市,580,6.60861718103737e-06,95.5654044005963
11573,神頭,580,6.60861718103737e-06,95.56587113660277
11574,寺床,580,6.60861718103737e-06,95.56633787260922
11575,味元,580,6.60861718103737e-06,95.56680460861571
11576,棗,580,6.60861718103737e-06,95.56727134462217
11577,若旅,580,6.60861718103737e-06,95.56773808062864
11578,桂島,580,6.60861718103737e-06,95.56820481663512
11579,堂原,580,6.60861718103737e-06,95.56867155264158
11580,与語,580,6.60861718103737e-06,95.56913828864806
11581,畑川,580,6.60861718103737e-06,95.56960502465452
11582,直川,580,6.60861718103737e-06,95.570071760661
11583,浮谷,580,6.60861718103737e-06,95.57053849666747
11584,安谷,580,6.60861718103737e-06,95.57100523267394
11585,恵藤,580,6.60861718103737e-06,95.5714719686804
11586,水船,580,6.60861718103737e-06,95.57193870468687
11587,米花,580,6.60861718103737e-06,95.57240544069334
11588,皿谷,580,6.60861718103737e-06,95.57287217669982
11589,目谷,580,6.60861718103737e-06,95.57333891270629
11590,鎗水,580,6.60861718103737e-06,95.57380564871275
11591,木佐木,580,6.60861718103737e-06,95.57427238471922
11592,麻原,580,6.60861718103737e-06,95.5747391207257
11593,吉林,580,6.60861718103737e-06,95.57520585673215
11594,成,580,6.60861718103737e-06,95.57567259273864
11595,立部,580,6.60861718103737e-06,95.5761393287451
11596,二羽,580,6.60861718103737e-06,95.57660606475157
11597,大胡田,580,6.60861718103737e-06,95.57707280075805
11598,大志田,580,6.60861718103737e-06,95.5775395367645
11599,牧嶋,580,6.60861718103737e-06,95.57800627277099
11600,種,580,6.60861718103737e-06,95.57847300877745
11601,蓮子,580,6.60861718103737e-06,95.57893974478392
11602,金地,580,6.60861718103737e-06,95.5794064807904
11603,巻木,580,6.60861718103737e-06,95.57987321679687
11604,瀬高,580,6.60861718103737e-06,95.58033995280333
11605,荻沢,580,6.60861718103737e-06,95.5808066888098
11606,幸保,580,6.60861718103737e-06,95.58127342481627
11607,新西,580,6.60861718103737e-06,95.58174016082275
11608,亘理,580,6.60861718103737e-06,95.58220689682922
11609,石鉢,580,6.60861718103737e-06,95.58267363283568
11610,鷹島,580,6.60861718103737e-06,95.58314036884215
11611,勘田,580,6.60861718103737e-06,95.58360710484862
11612,明地,580,6.60861718103737e-06,95.58407384085508
11613,東瀬,580,6.60861718103737e-06,95.58454057686157
11614,山沖,580,6.60861718103737e-06,95.58500731286803
11615,上農,580,6.60861718103737e-06,95.5854740488745
11616,佐浦,580,6.60861718103737e-06,95.58594078488098
11617,真城,580,6.60861718103737e-06,95.58640752088743
11618,巻野,580,6.60861718103737e-06,95.58687425689392
11619,與那覇,580,6.60861718103737e-06,95.58734099290038
11620,金敷,580,6.60861718103737e-06,95.58780772890685
11621,南埜,580,6.60861718103737e-06,95.58827446491333
11622,伊豆丸,580,6.60861718103737e-06,95.58874120091978
11623,峯元,580,6.60861718103737e-06,95.58920793692626
11624,甲元,580,6.60861718103737e-06,95.58967467293273
11625,濃野,580,6.60861718103737e-06,95.5901414089392
11626,新門,580,6.60861718103737e-06,95.59060814494568
11627,戸森,580,6.60861718103737e-06,95.59107488095215
11628,瀬部,580,6.60861718103737e-06,95.59154161695861
11629,鬼形,580,6.60861718103737e-06,95.59200835296508
11630,矢敷,580,6.60861718103737e-06,95.59247508897155
11631,網屋,580,6.60861718103737e-06,95.59294182497801
11632,竹広,580,6.60861718103737e-06,95.5934085609845
11633,永守,580,6.60861718103737e-06,95.59387529699096
11634,皿海,580,6.60861718103737e-06,95.59434203299743
11635,鵜山,580,6.60861718103737e-06,95.5948087690039
11636,久保埜,580,6.60861718103737e-06,95.59527550501036
11637,左藤,580,6.60861718103737e-06,95.59574224101685
11638,無津呂,580,6.60861718103737e-06,95.59620897702331
11639,湯之上,580,6.60861718103737e-06,95.59667571302978
11640,得津,580,6.60861718103737e-06,95.59714244903626
11641,友保,580,6.60861718103737e-06,95.59760918504271
11642,久和,580,6.60861718103737e-06,95.59807592104919
11643,納見,580,6.60861718103737e-06,95.59854265705566
11644,渡里,580,6.60861718103737e-06,95.59900939306213
11645,根市,580,6.60861718103737e-06,95.59947612906859
11646,栄木,580,6.60861718103737e-06,95.59994286507506
11647,富里,580,6.60861718103737e-06,95.60040960108154
11648,宇沢,570,6.494675505502243e-06,95.60086828991548
11649,真行寺,570,6.494675505502243e-06,95.60132697874944
11650,三津山,570,6.494675505502243e-06,95.60178566758337
11651,才原,570,6.494675505502243e-06,95.60224435641732
11652,川内野,570,6.494675505502243e-06,95.60270304525126
11653,桑水流,570,6.494675505502243e-06,95.6031617340852
11654,東沢,570,6.494675505502243e-06,95.60362042291915
11655,和才,570,6.494675505502243e-06,95.6040791117531
11656,大矢根,570,6.494675505502243e-06,95.60453780058704
11657,保本,570,6.494675505502243e-06,95.60499648942098
11658,延山,570,6.494675505502243e-06,95.60545517825493
11659,頼富,570,6.494675505502243e-06,95.60591386708887
11660,八上,570,6.494675505502243e-06,95.60637255592283
11661,保戸田,570,6.494675505502243e-06,95.60683124475676
11662,覚野,570,6.494675505502243e-06,95.6072899335907
11663,二子石,570,6.494675505502243e-06,95.60774862242465
11664,奥家,570,6.494675505502243e-06,95.6082073112586
11665,嶺山,570,6.494675505502243e-06,95.60866600009254
11666,神武,570,6.494675505502243e-06,95.60912468892649
11667,高馬,570,6.494675505502243e-06,95.60958337776043
11668,芝岡,570,6.494675505502243e-06,95.61004206659437
11669,民部,570,6.494675505502243e-06,95.61050075542832
11670,妹背,570,6.494675505502243e-06,95.61095944426226
11671,湯舟,570,6.494675505502243e-06,95.61141813309621
11672,弓矢,570,6.494675505502243e-06,95.61187682193015
11673,千国,570,6.494675505502243e-06,95.6123355107641
11674,昌山,570,6.494675505502243e-06,95.61279419959804
11675,古塩,570,6.494675505502243e-06,95.61325288843199
11676,千徳,570,6.494675505502243e-06,95.61371157726593
11677,屋嘉部,570,6.494675505502243e-06,95.61417026609988
11678,莇,570,6.494675505502243e-06,95.61462895493382
11679,蔵内,570,6.494675505502243e-06,95.61508764376777
11680,山野上,570,6.494675505502243e-06,95.61554633260171
11681,山重,570,6.494675505502243e-06,95.61600502143565
11682,船江,570,6.494675505502243e-06,95.6164637102696
11683,地頭所,570,6.494675505502243e-06,95.61692239910354
11684,小根山,570,6.494675505502243e-06,95.61738108793749
11685,美濃口,570,6.494675505502243e-06,95.61783977677143
11686,木虎,570,6.494675505502243e-06,95.61829846560538
11687,千馬,570,6.494675505502243e-06,95.61875715443932
11688,伊島,570,6.494675505502243e-06,95.61921584327327
11689,茂川,570,6.494675505502243e-06,95.61967453210721
11690,卯木,570,6.494675505502243e-06,95.62013322094116
11691,本告,570,6.494675505502243e-06,95.6205919097751
11692,森満,570,6.494675505502243e-06,95.62105059860905
11693,頴川,570,6.494675505502243e-06,95.62150928744299
11694,垰田,570,6.494675505502243e-06,95.62196797627693
11695,木倉,570,6.494675505502243e-06,95.62242666511088
11696,櫛原,570,6.494675505502243e-06,95.62288535394482
11697,円藤,570,6.494675505502243e-06,95.62334404277877
11698,狩山,570,6.494675505502243e-06,95.62380273161271
11699,森日,570,6.494675505502243e-06,95.62426142044666
11700,桃園,570,6.494675505502243e-06,95.6247201092806
11701,戸泉,570,6.494675505502243e-06,95.62517879811455
11702,御宿,570,6.494675505502243e-06,95.62563748694849
11703,神場,570,6.494675505502243e-06,95.62609617578244
11704,門沢,570,6.494675505502243e-06,95.62655486461638
11705,提,570,6.494675505502243e-06,95.62701355345033
11706,古仲,570,6.494675505502243e-06,95.62747224228427
11707,柿平,570,6.494675505502243e-06,95.62793093111821
11708,西谷内,570,6.494675505502243e-06,95.62838961995216
11709,椋野,570,6.494675505502243e-06,95.6288483087861
11710,木ノ本,570,6.494675505502243e-06,95.62930699762005
11711,板羽,570,6.494675505502243e-06,95.629765686454
11712,柴戸,570,6.494675505502243e-06,95.63022437528794
11713,弓岡,570,6.494675505502243e-06,95.63068306412188
11714,為谷,570,6.494675505502243e-06,95.63114175295583
11715,眞下,570,6.494675505502243e-06,95.63160044178977
11716,能登原,570,6.494675505502243e-06,95.63205913062372
11717,犬束,570,6.494675505502243e-06,95.63251781945766
11718,倉西,570,6.494675505502243e-06,95.6329765082916
11719,林山,570,6.494675505502243e-06,95.63343519712555
11720,光,570,6.494675505502243e-06,95.6338938859595
11721,古中,570,6.494675505502243e-06,95.63435257479344
11722,堀河,570,6.494675505502243e-06,95.63481126362738
11723,綛谷,570,6.494675505502243e-06,95.63526995246133
11724,瀬村,570,6.494675505502243e-06,95.63572864129527
11725,陸川,570,6.494675505502243e-06,95.63618733012922
11726,矢永,570,6.494675505502243e-06,95.63664601896316
11727,金須,570,6.494675505502243e-06,95.6371047077971
11728,平畠,570,6.494675505502243e-06,95.63756339663105
11729,利岡,570,6.494675505502243e-06,95.638022085465
11730,真武,570,6.494675505502243e-06,95.63848077429894
11731,矢﨑,570,6.494675505502243e-06,95.63893946313289
11732,木挽,570,6.494675505502243e-06,95.63939815196683
11733,前門,570,6.494675505502243e-06,95.63985684080077
11734,西畠,570,6.494675505502243e-06,95.64031552963472
11735,戸板,570,6.494675505502243e-06,95.64077421846866
11736,松窪,570,6.494675505502243e-06,95.64123290730261
11737,波照間,570,6.494675505502243e-06,95.64169159613655
11738,藤石,570,6.494675505502243e-06,95.6421502849705
11739,田幸,570,6.494675505502243e-06,95.64260897380444
11740,馬谷,570,6.494675505502243e-06,95.64306766263839
11741,真銅,570,6.494675505502243e-06,95.64352635147233
11742,袰岩,570,6.494675505502243e-06,95.64398504030628
11743,井貝,570,6.494675505502243e-06,95.64444372914022
11744,下郷,570,6.494675505502243e-06,95.64490241797417
11745,江淵,570,6.494675505502243e-06,95.64536110680811
11746,西屋,570,6.494675505502243e-06,95.64581979564205
11747,恒岡,570,6.494675505502243e-06,95.646278484476
11748,重国,570,6.494675505502243e-06,95.64673717330994
11749,小賀,570,6.494675505502243e-06,95.64719586214389
11750,佐上,570,6.494675505502243e-06,95.64765455097783
11751,経田,570,6.494675505502243e-06,95.64811323981178
11752,鳥島,570,6.494675505502243e-06,95.64857192864572
11753,鍬本,570,6.494675505502243e-06,95.64903061747967
11754,高矢,570,6.494675505502243e-06,95.64948930631361
11755,外処,570,6.494675505502243e-06,95.64994799514756
11756,浦壁,570,6.494675505502243e-06,95.6504066839815
11757,渡木,570,6.494675505502243e-06,95.65086537281545
11758,内ケ崎,570,6.494675505502243e-06,95.65132406164939
11759,堂元,570,6.494675505502243e-06,95.65178275048333
11760,矢富,570,6.494675505502243e-06,95.65224143931728
11761,中後,570,6.494675505502243e-06,95.65270012815122
11762,本所,570,6.494675505502243e-06,95.65315881698517
11763,相子,570,6.494675505502243e-06,95.65361750581911
11764,駒月,560,6.380733829967116e-06,95.65406814748053
11765,本倉,560,6.380733829967116e-06,95.65451878914195
11766,辻崎,560,6.380733829967116e-06,95.65496943080338
11767,高元,560,6.380733829967116e-06,95.65542007246479
11768,賀沢,560,6.380733829967116e-06,95.65587071412621
11769,長阪,560,6.380733829967116e-06,95.65632135578764
11770,鷲,560,6.380733829967116e-06,95.65677199744904
11771,廣橋,560,6.380733829967116e-06,95.65722263911046
11772,稲坂,560,6.380733829967116e-06,95.65767328077189
11773,角藤,560,6.380733829967116e-06,95.6581239224333
11774,牛膓,560,6.380733829967116e-06,95.65857456409472
11775,貝野,560,6.380733829967116e-06,95.65902520575614
11776,全,560,6.380733829967116e-06,95.65947584741757
11777,熊王,560,6.380733829967116e-06,95.65992648907898
11778,永露,560,6.380733829967116e-06,95.6603771307404
11779,凪,560,6.380733829967116e-06,95.66082777240183
11780,芝村,560,6.380733829967116e-06,95.66127841406323
11781,竹吉,560,6.380733829967116e-06,95.66172905572465
11782,安延,560,6.380733829967116e-06,95.66217969738608
11783,眞木,560,6.380733829967116e-06,95.6626303390475
11784,三武,560,6.380733829967116e-06,95.66308098070891
11785,白塚,560,6.380733829967116e-06,95.66353162237033
11786,茂庭,560,6.380733829967116e-06,95.66398226403176
11787,紫村,560,6.380733829967116e-06,95.66443290569318
11788,今治,560,6.380733829967116e-06,95.66488354735459
11789,厚沢,560,6.380733829967116e-06,95.66533418901602
11790,久戸瀬,560,6.380733829967116e-06,95.66578483067744
11791,城戸口,560,6.380733829967116e-06,95.66623547233884
11792,多井,560,6.380733829967116e-06,95.66668611400027
11793,植岡,560,6.380733829967116e-06,95.66713675566169
11794,久喜,560,6.380733829967116e-06,95.6675873973231
11795,金生,560,6.380733829967116e-06,95.66803803898452
11796,半崎,560,6.380733829967116e-06,95.66848868064595
11797,与倉,560,6.380733829967116e-06,95.66893932230737
11798,澁澤,560,6.380733829967116e-06,95.66938996396878
11799,峰山,560,6.380733829967116e-06,95.66984060563021
11800,葛目,560,6.380733829967116e-06,95.67029124729163
11801,戸舘,560,6.380733829967116e-06,95.67074188895305
11802,落石,560,6.380733829967116e-06,95.67119253061446
11803,志治,560,6.380733829967116e-06,95.67164317227588
11804,三垣,560,6.380733829967116e-06,95.6720938139373
11805,三重,560,6.380733829967116e-06,95.67254445559871
11806,秀平,560,6.380733829967116e-06,95.67299509726014
11807,櫻澤,560,6.380733829967116e-06,95.67344573892156
11808,御子神,560,6.380733829967116e-06,95.67389638058297
11809,坂越,560,6.380733829967116e-06,95.6743470222444
11810,末包,560,6.380733829967116e-06,95.67479766390582
11811,砂沢,560,6.380733829967116e-06,95.67524830556724
11812,紀田,560,6.380733829967116e-06,95.67569894722865
11813,忠鉢,560,6.380733829967116e-06,95.67614958889007
11814,寿崎,560,6.380733829967116e-06,95.67660023055149
11815,有門,560,6.380733829967116e-06,95.67705087221292
11816,植林,560,6.380733829967116e-06,95.67750151387433
11817,野秋,560,6.380733829967116e-06,95.67795215553575
11818,織井,560,6.380733829967116e-06,95.67840279719717
11819,紀井,560,6.380733829967116e-06,95.6788534388586
11820,泰,560,6.380733829967116e-06,95.67930408052001
11821,谷河,560,6.380733829967116e-06,95.67975472218143
11822,御供,560,6.380733829967116e-06,95.68020536384284
11823,増見,560,6.380733829967116e-06,95.68065600550426
11824,波木井,560,6.380733829967116e-06,95.68110664716568
11825,甲原,560,6.380733829967116e-06,95.68155728882711
11826,姫井,560,6.380733829967116e-06,95.68200793048852
11827,杉立,560,6.380733829967116e-06,95.68245857214994
11828,梶屋,560,6.380733829967116e-06,95.68290921381136
11829,仰木,560,6.380733829967116e-06,95.68335985547279
11830,知見,560,6.380733829967116e-06,95.6838104971342
11831,中寺,560,6.380733829967116e-06,95.68426113879562
11832,尾嵜,560,6.380733829967116e-06,95.68471178045705
11833,国頭,560,6.380733829967116e-06,95.68516242211847
11834,宇原,560,6.380733829967116e-06,95.68561306377987
11835,迫本,560,6.380733829967116e-06,95.6860637054413
11836,鱸,560,6.380733829967116e-06,95.68651434710272
11837,升井,560,6.380733829967116e-06,95.68696498876413
11838,斉,560,6.380733829967116e-06,95.68741563042555
11839,代永,560,6.380733829967116e-06,95.68786627208698
11840,方山,560,6.380733829967116e-06,95.6883169137484
11841,小岸,560,6.380733829967116e-06,95.68876755540981
11842,長末,560,6.380733829967116e-06,95.68921819707124
11843,魚野,560,6.380733829967116e-06,95.68966883873266
11844,千谷,560,6.380733829967116e-06,95.69011948039406
11845,谷向,560,6.380733829967116e-06,95.69057012205549
11846,西場,560,6.380733829967116e-06,95.6910207637169
11847,玉尾,560,6.380733829967116e-06,95.69147140537832
11848,香林,560,6.380733829967116e-06,95.69192204703974
11849,荒屋敷,560,6.380733829967116e-06,95.69237268870117
11850,楜沢,560,6.380733829967116e-06,95.69282333036259
11851,苗加,560,6.380733829967116e-06,95.693273972024
11852,武貞,560,6.380733829967116e-06,95.69372461368543
11853,平峯,560,6.380733829967116e-06,95.69417525534685
11854,瓦林,560,6.380733829967116e-06,95.69462589700827
11855,荒蒔,560,6.380733829967116e-06,95.69507653866968
11856,益留,560,6.380733829967116e-06,95.6955271803311
11857,墨田,560,6.380733829967116e-06,95.69597782199251
11858,至田,560,6.380733829967116e-06,95.69642846365394
11859,仲鉢,560,6.380733829967116e-06,95.69687910531536
11860,為房,560,6.380733829967116e-06,95.69732974697678
11861,籔下,560,6.380733829967116e-06,95.6977803886382
11862,千手,560,6.380733829967116e-06,95.69823103029962
11863,持山,560,6.380733829967116e-06,95.69868167196104
11864,川阪,560,6.380733829967116e-06,95.69913231362246
11865,本波,560,6.380733829967116e-06,95.69958295528387
11866,民部田,560,6.380733829967116e-06,95.70003359694529
11867,日垣,560,6.380733829967116e-06,95.7004842386067
11868,根川,560,6.380733829967116e-06,95.70093488026814
11869,笹浪,560,6.380733829967116e-06,95.70138552192955
11870,小段,560,6.380733829967116e-06,95.70183616359097
11871,和賀井,560,6.380733829967116e-06,95.70228680525238
11872,井坪,560,6.380733829967116e-06,95.70273744691382
11873,司馬,560,6.380733829967116e-06,95.70318808857523
11874,俊成,560,6.380733829967116e-06,95.70363873023665
11875,釜沢,560,6.380733829967116e-06,95.70408937189808
11876,三反田,560,6.380733829967116e-06,95.70454001355948
11877,門原,560,6.380733829967116e-06,95.7049906552209
11878,柳崎,560,6.380733829967116e-06,95.70544129688233
11879,深貝,560,6.380733829967116e-06,95.70589193854374
11880,幸本,560,6.380733829967116e-06,95.70634258020516
11881,栩木,560,6.380733829967116e-06,95.70679322186658
11882,長房,560,6.380733829967116e-06,95.707243863528
11883,草葉,560,6.380733829967116e-06,95.70769450518942
11884,汐田,560,6.380733829967116e-06,95.70814514685084
11885,上河,560,6.380733829967116e-06,95.70859578851227
11886,中別府,560,6.380733829967116e-06,95.70904643017369
11887,神下,560,6.380733829967116e-06,95.70949707183509
11888,高増,560,6.380733829967116e-06,95.70994771349652
11889,佐喜真,560,6.380733829967116e-06,95.71039835515793
11890,古久根,560,6.380733829967116e-06,95.71084899681935
11891,弥栄,560,6.380733829967116e-06,95.71129963848077
11892,大砂,560,6.380733829967116e-06,95.7117502801422
11893,田矢,560,6.380733829967116e-06,95.71220092180361
11894,椎津,560,6.380733829967116e-06,95.71265156346503
11895,沖川,560,6.380733829967116e-06,95.71310220512646
11896,寄能,560,6.380733829967116e-06,95.71355284678788
11897,熊手,560,6.380733829967116e-06,95.7140034884493
11898,志手,560,6.380733829967116e-06,95.71445413011071
11899,影島,560,6.380733829967116e-06,95.71490477177213
11900,栄藤,560,6.380733829967116e-06,95.71535541343354
11901,前納,560,6.380733829967116e-06,95.71580605509496
11902,嘉田,560,6.380733829967116e-06,95.71625669675639
11903,岩宮,560,6.380733829967116e-06,95.7167073384178
11904,隠塚,560,6.380733829967116e-06,95.71715798007922
11905,松脇,560,6.380733829967116e-06,95.71760862174065
11906,尾脇,560,6.380733829967116e-06,95.71805926340207
11907,小田巻,560,6.380733829967116e-06,95.71850990506348
11908,石金,560,6.380733829967116e-06,95.7189605467249
11909,小片,560,6.380733829967116e-06,95.71941118838632
11910,杉目,560,6.380733829967116e-06,95.71986183004773
11911,鰺坂,560,6.380733829967116e-06,95.72031247170915
11912,沖口,550,6.266792154431989e-06,95.72075506619805
11913,田野辺,550,6.266792154431989e-06,95.72119766068695
11914,妙見,550,6.266792154431989e-06,95.72164025517584
11915,稙田,550,6.266792154431989e-06,95.72208284966473
11916,権丈,550,6.266792154431989e-06,95.72252544415363
11917,射手矢,550,6.266792154431989e-06,95.72296803864252
11918,為広,550,6.266792154431989e-06,95.72341063313141
11919,高室,550,6.266792154431989e-06,95.72385322762031
11920,栩野,550,6.266792154431989e-06,95.72429582210921
11921,中代,550,6.266792154431989e-06,95.7247384165981
11922,呉山,550,6.266792154431989e-06,95.72518101108699
11923,松ケ野,550,6.266792154431989e-06,95.72562360557588
11924,塗師,550,6.266792154431989e-06,95.72606620006478
